size_kbytes rate
762.18 469.936
9218.35 668.313
9837.9 491.779
9880.66 491.326
24831.8 504.933
561.383 457.054
24311.3 669.705
230.492 499.183
10093.1 1236.383
4814.95 489.195
2600.61 508.322
8377.63 491.317
8926.64 664.903
23172.7 868.805
9800.09 494.705
6697.27 492.466
20253.8 504.350
9078.79 495.151
10831.7 1227.417
8894.4 490.470
9239.06 492.998
6203.82 1030.711
5880.71 1207.973
13722.1 500.458
2445.7 360.972
22567.3 617.247
1650.39 1354.563
4405.84 1241.303
808.506 1124.497
13722.1 973.486
22953.8 507.601
18839.6 1229.008
19603.5 1211.410
24383.6 991.469
13112.5 1242.838
3252.26 496.313
22195.4 505.734
379.969 1038.976
1485.64 1398.761
1219.35 1115.025
24361.2 997.896
24353.6 900.320
21670.1 965.984
2003.98 1256.375
1792.81 501.366
1752.11 1278.545
2005.87 499.883
2644.94 491.839
2744.33 504.115
20901.2 1003.879
800.359 502.739
15093.5 1247.114
19900 995.994
14957.1 1175.479
845.488 491.537
4897.22 1024.019
477.953 1119.844
6896.71 1027.217
23102.9 872.821
24035.4 987.177
10895.1 494.916
16496.9 1092.721
21090 1152.357
11904.3 491.207
321.191 121.549
21.582 2.284
24518 998.430
7359.36 492.966
7938.25 1249.743
4963.9 1035.784
9842.51 1234.600
22267.8 992.743
3396.81 1301.991
601.467 370.559
9723.27 1243.252
8789.8 1238.262
74529.7 491.675
5531.26 1041.718
3704.43 441.608
13292.3 1225.269
19287.1 1117.094
1333.06 501.351
2403.82 1260.791
366.68 1404.875
166.113 592.707
2134.35 1248.606
17825.2 1186.661
231.328 504.292
16006.9 1228.133
262.09 731.718
84699.6 1183.506
4338.45 499.028
21.3867 256.318
3500.78 1098.959
2648.5 1250.203
10499.5 1144.956
1564 1118.565
7369.58 1005.691
12102.3 1223.350
20109.5 1152.884
5388.99 383.080
8678.84 1219.559
9430.13 1202.553
9404.57 1208.079
10853.2 1241.650
9004.61 1222.773
278.57 238.304
18742.6 1227.508
585.422 250.895
8898.56 492.368
741.973 502.045
11273.4 491.482
13673.8 493.449
23108.5 1224.316
6880.04 492.363
7110.62 1227.704
4696.33 494.692
6743.95 491.333
6904.57 493.431
479.062 512.317
3264.66 1170.508
8324.81 1241.521
7480.76 494.419
17155.3 1238.895
4195.13 1301.312
23111.3 1159.940
4767.24 1249.296
3830.3 1250.710
4178.96 1249.083
23083.1 1230.629
5531.61 1250.789
21717.6 1161.421
12312 491.627
11268.7 1228.238
1571.86 480.078
5136.19 1235.117
6222.2 1234.167
19651.3 1206.367
1252.71 1303.018
4227.93 1071.731
6526.77 497.138
1584.85 486.025
11268.7 1129.464
2179.89 1332.434
5265.65 1207.910
5803.25 1247.806
7970.9 1246.032
18046.9 1233.320
9876.34 494.624
12085.3 1236.521
8273.13 1245.376
351.198 1461.342
3798.28 492.888
104.082 689.511
4989.87 1238.789
1374.9 1248.663
3503.91 1177.787
23036.7 1235.586
66299.9 1221.996
835.508 527.852
13575.5 1060.076
3817.28 1262.714
9369.98 1234.362
5090.16 1218.337
10189.4 1136.822
5555.26 1237.730
5148.77 783.943
389.238 681.958
34776.3 1232.577
5322.08 1134.170
7587.4 1226.679
5959.98 517.787
1724.14 511.036
3957.5 1269.316
9660.65 1240.989
11278 1239.052
4428.28 496.135
17482 1219.217
8729.47 738.620
7331.04 492.575
182.109 968.211
14456.7 1225.292
1020.62 496.322
9813.03 1234.114
24112 491.510
7647.76 494.561
3121.36 493.838
7100.38 1688.560
2472.84 1234.597
11505.8 492.483
3957.5 1265.651
953.021 1191.558
3560.7 496.022
3291.06 1201.653
14969.4 1233.815
3078.43 1256.265
7188.87 353.395
11274.5 3576.954
4757.94 1251.773
5510.88 495.177
5928.3 491.891
3373.9 1155.885
23903.8 1236.901
8669.57 1226.135
7683.55 1186.483
12285.2 1244.847
4453.41 682.662
5136.19 1203.138
3851.37 1216.082
375.83 1513.077
11268.7 1235.853
2263.72 501.133
2368.87 785.122
4383.92 1248.351
6605.22 492.476
2316.36 500.736
5555.26 1251.567
125.469 505.536
6424.66 1221.763
4295.01 1218.031
2433.81 622.595
10261.8 1231.267
12434.5 1232.345
3051.39 761.740
756.2 1424.074
7117.41 489.769
2432.19 1304.905
60868.3 1228.173
500.063 1766.075
2544.56 492.957
698.36 1443.743
1913.19 1306.866
7828.7 1191.108
5172.52 1248.670
9111.99 491.292
720.02 1229.380
1324.55 1028.167
6860.42 1250.469
4677.79 490.041
2037.75 500.163
2974.52 622.013
3500.78 1198.947
1833.56 217.491
4177.05 1282.453
6445.27 494.814
8792.24 791.131
2203.34 502.144
3437.32 1232.249
4150.74 1261.338
2251.95 1191.636
11268.8 1682.521
7856.93 1236.441
7327.8 1238.361
2195.28 495.274
5644.04 752.960
596.338 553.754
23969.1 1232.116
2306.66 1242.927
10803.1 495.155
2426.53 1247.829
20963.5 1227.322
6478.43 1245.340
8703.78 1242.355
1197.66 494.683
2443.66 491.898
2216.09 1253.400
7309.4 494.081
8255.87 1227.793
2405.32 1232.753
9448.55 492.881
1882.54 484.518
6676.79 1217.383
7340.3 493.665
4230.78 1219.321
2422.29 1300.536
1175.38 1297.007
8574.52 1238.084
10246.5 1243.830
3263.99 1194.472
750.544 1281.387
7865.61 6163.436
20743.3 1237.937
3517.89 492.743
10963.5 1240.774
2507.03 1317.082
664.414 964.624
9311.78 491.630
1427.11 1324.490
3668.34 494.590
11297.3 1232.587
9334.94 1237.055
12833.9 1245.923
8636.1 492.094
219.932 865.349
5895.22 1230.618
4263.16 496.433
9138.94 1234.765
1358.58 1257.307
10032.2 1236.191
3840.98 1217.557
9893.79 1231.129
10645 275.673
14026.9 1234.091
5722.77 1234.323
11308 1243.607
4175.25 1251.904
1493.22 1319.920
4784.83 1189.248
8822.81 492.002
2004.96 1264.600
8839.7 1235.896
9905.13 1236.310
5786.75 1225.383
11036 340.281
345.039 1153.399
7320.61 495.011
3185.67 1263.446
7403.3 1254.871
7217.53 488.919
3887.95 496.338
6538.29 1231.759
9476.17 1229.632
9375 1240.377
4797.76 1233.040
557.468 1840.965
343.624 910.279
345.031 1154.093
8876.54 495.736
11271.6 1549.927
1919.43 1239.095
534.841 1092.752
5739.69 418.698
6552.59 1226.477
19224.8 1237.544
10323.4 1234.450
3255.71 1270.524
10242.6 494.186
6666.81 1251.944
4361.41 1268.024
11081 490.078
9480.17 1236.668
3884.18 1217.573
5354.51 1245.700
3695.49 1245.967
9705.89 1233.141
9609.57 624.767
10991.8 1219.809
7152.06 492.825
7188.86 1244.376
529.325 541.601
4567.86 1092.076
6097.6 1263.114
2015.14 1228.643
1096.93 1252.843
7657.99 491.159
1875.26 482.090
9083.04 1234.976
11074.6 494.633
8158.88 1201.789
2333.2 1264.000
7334.87 1210.280
2359.09 1243.231
2535.18 1227.065
3603.19 1240.903
8822.41 917.883
4427.97 1236.496
4175.25 1174.633
9567.2 1229.862
7545.46 1125.987
9164.58 491.645
2031.77 1235.816
1370.54 1301.481
15752.6 1188.535
8136.08 1198.938
2173.91 1307.983
8015.28 491.095
620.215 1092.494
2493.54 1240.119
833.726 512.289
7363.31 492.275
1873.83 1362.005
3521.74 1257.742
2638.79 1298.467
5939.5 1244.420
823.312 434.478
11661.8 973.321
11271.6 1483.248
8301.02 489.357
6352.52 1221.443
1277.72 1151.269
9850.44 1240.585
10951.6 492.029
13734.6 492.306
914.898 1191.626
2137.71 1241.816
1473.52 1273.335
25.6641 596.003
5828.96 1267.404
18538.4 1232.983
5088.67 1163.232
1334.23 496.688
20149.1 1228.539
11839.1 1229.133
783.718 439.557
540.371 1326.186
7628.27 1232.416
891.226 1092.867
10875.1 495.381
11013.9 1229.157
950.553 1155.018
17935.1 1174.685
11777.7 492.325
16015.2 1236.835
1728.05 1269.262
2528.1 1304.963
2568.34 1257.620
3975.44 1238.915
1486.93 1342.129
1831.21 1209.734
7095.18 1220.652
3060.52 1263.488
8290.45 1228.334
1391.92 1280.094
10610 1233.349
9667.81 5168.322
353.594 549.608
613.086 1642.603
9838.22 1217.582
1841.6 1265.206
768.496 724.829
5891.56 1213.053
10941.5 494.570
11268.7 1208.898
10057.4 1224.399
9585.75 4489.525
280.879 503.061
198.184 462.540
4253.27 1246.679
537.897 3744.853
10362.9 5717.916
8557.92 1233.754
12782.5 1237.556
4073.26 1174.958
1815.38 1224.074
5240.18 522.440
17313.1 1137.001
4405.84 1264.956
5285.61 1219.782
6020.73 1218.115
11442 1243.164
3890.62 1239.564
2272.06 1272.446
216.719 1344.511
8064.43 489.938
2642.91 1255.943
106.934 1262.248
4977.87 1200.193
9529.17 1070.763
11760.8 1238.642
566.396 535.443
357.871 1504.013
6064.82 1212.550
10281.2 1239.239
10941.1 1208.224
8284.87 493.935
13374.5 1226.669
2261.09 506.670
16500.7 1236.196
24121.3 1230.527
2754.12 1308.038
9676.88 6078.839
9214 1226.498
19321.4 1225.351
3671.84 1248.068
6536.69 496.467
5872.22 1230.454
6847.94 1231.659
9987.59 1232.275
16793.4 1233.453
6847.94 1215.681
1899.52 1279.614
13748.4 1232.078
215.316 1209.043
10341 1238.314
8778.69 1236.455
547.5 477.243
4558.17 1216.822
7656.5 1232.741
3354.52 500.430
2208.96 1304.118
2126.49 1273.511
10167.7 934.521
2011.71 1306.121
1420.08 1141.199
7414.91 1251.114
7170.35 730.131
3957.5 1247.056
6186.74 1259.602
6135.77 1250.314
13097.3 1212.320
3107.48 1170.506
4905.17 1242.165
5803.25 1251.855
1570.13 1282.402
9158.48 491.464
1517.09 1350.129
8514.45 1249.475
3957.5 1191.574
3083.84 1203.673
792.734 1289.625
1712.01 1323.897
16924.5 1236.332
1869.85 1190.490
3500.78 1238.736
6083.84 1204.350
797.012 481.178
14011.2 1237.542
10178 1232.245
6691.71 491.105
6837.73 1249.721
8629.63 1247.074
6578.4 1081.788
3375.05 1217.945
12521.4 918.826
4077.11 494.839
3626.53 489.683
7703.7 492.456
4462.35 1232.891
7100.35 1181.716
4934.75 490.852
265.398 157.002
11597.8 492.043
721.861 1234.725
9621.35 1228.577
4175.25 1250.634
4568.15 495.425
14669.4 1231.066
3960.35 1258.843
189.629 524.219
2443.66 494.389
7681.59 1232.348
11876.4 1205.120
5202.33 1237.257
189.629 550.668
8033.71 4086.500
89.8242 1243.803
4282.69 1228.602
4619.62 494.306
9452.82 1227.774
10787.8 4208.957
575.965 581.938
11352.6 492.411
2161.62 1231.796
854.09 1404.685
10079.1 1241.443
9002.45 1255.386
433.438 13.530
9243.31 1230.026
4327.38 1220.568
5054.52 1201.938
5488.29 1242.017
1949.63 1123.078
12331.9 493.594
6456.32 495.330
3470.06 1234.937
9003.76 1219.663
4830.54 1194.879
818.761 1139.688
752.886 1405.329
8880.38 1239.427
12341.4 1246.274
1081.79 501.458
10616.4 491.852
6617.43 1248.470
8808.11 1065.785
368.364 1013.033
370.181 2016.848
11795.2 637.409
11268.7 1206.684
8014.37 493.808
5956.3 1253.411
18593.3 491.889
2610.31 1215.657
19624.3 1232.708
13207.6 935.206
3504.97 1010.077
4102.5 1254.232
2171.52 1328.390
10521.4 1228.275
4939 493.378
1737.08 1118.984
151.133 1422.649
24749.3 1227.910
4222.94 1249.297
1483.35 1389.561
9024.64 1241.945
3278.23 1250.095
2620.21 1279.651
15750.2 1232.692
1581.7 485.033
1585.47 21.471
7453.99 488.355
6010.04 1240.584
2381.22 505.076
1306.52 496.127
2427.95 1280.855
238.105 612.173
1946.68 1209.385
3587.27 617.250
1720.1 1255.973
1314.11 1129.034
5136.19 1223.316
8466.58 494.527
26082.8 492.604
3367.7 299.199
8487.72 1234.860
1788.29 490.674
2040.7 1080.286
18173.9 1230.858
3608.16 1220.418
3059.24 1275.107
1771.18 1225.517
2440.74 1279.635
13206.6 491.705
3904.26 1232.528
3534.64 1224.234
6605.22 494.885
6685.69 1249.189
3330.18 1251.706
18466.4 1171.548
12735.9 491.543
3101.7 1215.515
1930.69 1328.944
7576.66 1237.938
1790.57 1293.040
3525.8 1273.941
13195 491.855
4132.34 1234.166
864.023 1406.858
1102.63 1458.700
24333.1 1228.946
591.699 1581.062
5964.74 1208.469
2162.84 1232.410
850.127 1274.352
6262.25 494.179
13782.9 1232.772
2270.18 1197.295
219.932 1690.393
2882.04 1241.183
6655.69 1221.796
3884.41 494.032
3185.67 1249.242
1910.55 277.944
2361.75 485.183
2311.7 487.373
1722.34 1279.415
13138.1 1212.496
564.609 493.845
1122.76 1333.276
13419 1225.682
2913.73 732.549
2353.4 497.103
1584.54 669.268
1628.85 1219.597
6380.47 494.574
1740.88 506.856
2009.76 505.988
8898.82 1257.776
8373.01 1229.234
2805.69 488.612
5216.03 1240.675
2751.48 1208.667
3409.84 1254.481
2035.09 1217.986
2680.09 1198.730
22802.6 1226.760
229.551 1788.475
7303.66 1245.585
2759.48 1233.387
2525.71 487.463
5181.24 492.993
10699.5 493.120
1603.47 795.081
3518.97 1245.328
6430.24 1236.303
2448.71 495.631
5223.14 1236.754
4175.25 1232.809
5105.81 1219.092
2394.6 1063.474
6570.78 493.031
9934.66 1238.959
4751.93 1189.795
2614.04 489.806
5803.25 1219.038
3693.86 1239.100
13318.2 1238.520
2149.72 501.120
8297.77 1250.841
18359.2 491.826
243.809 637.557
5958.61 1207.193
1458.94 494.958
5889.85 1249.502
728.574 514.617
7339.37 1182.247
916.777 521.467
2848.71 1263.486
15259.1 983.942
11310.1 1236.382
6627.87 492.348
11772.2 1229.349
1697.33 1247.182
14526.7 1232.490
2051.58 1327.799
337.961 32.619
3711.35 1211.337
13506.9 1229.599
21954.1 1220.450
5463.88 494.002
22865.9 295.404
16268.9 1235.618
2817.1 1171.529
11225.6 492.097
23716.4 492.648
496.172 482.426
169.668 666.146
5719.88 1259.843
1748.41 1205.235
9139.68 1253.300
3432.89 1276.293
10455.6 1239.385
1583.75 1287.589
3618.63 492.276
7683.55 1236.402
17653 1225.262
6296.44 1232.907
18118.8 1199.866
18821.8 1223.191
4714 494.574
3501.89 1277.465
891.274 495.116
10805.4 1246.669
5895.22 1223.985
8352.25 1237.352
895.499 484.010
3352.37 1195.656
2782.37 1296.093
1209.06 492.896
1518.08 1298.295
1036.54 1086.952
3697.25 1253.249
1216.83 1307.502
9211.57 493.293
1229.09 1210.853
17854.5 492.432
814.697 1359.037
8971.54 739.933
3831.06 1363.099
8501.61 494.300
510.43 1294.446
7146.6 1253.025
2099.11 1239.534
8629.93 1219.867
7606.79 592.828
9042.69 1240.974
8835.12 1246.310
1646.99 1299.318
10333.4 1213.093
3214.45 1266.249
25374.7 1233.650
10363.9 1177.498
4913.65 1261.123
9333.74 492.639
3427.4 1242.834
2546.28 495.893
7194.51 1253.032
219.932 1733.817
1795.38 417.338
5863.19 493.775
7784.86 1203.148
12537.9 1236.948
21542.4 1230.222
8153.3 1059.230
420.605 44.658
7117.41 492.622
8258.87 1224.317
8678.84 1227.188
14651.6 1144.977
4735.99 1223.772
7665.87 1213.833
499.289 450.927
10824.7 674.835
3414.41 1045.676
8332.41 1215.839
2030.96 1343.039
20355.6 491.274
10967.7 1254.026
6457.89 1145.812
463.379 1251.055
10722 1236.872
3240 521.015
1086.81 497.961
804.502 497.255
6792.68 1257.367
219.932 430.542
13245.1 1230.378
543.582 523.951
3013.47 491.813
627.181 543.833
8395.51 491.601
7797.28 1215.994
2459.34 462.780
7638.93 1235.063
1819.8 1185.688
9078.79 493.863
5062.51 1237.254
2659.87 485.691
1667.24 503.433
5442.13 492.499
5373.11 1216.925
219.932 37.881
6623.6 1231.607
8171.08 1233.607
815.914 1304.426
5392.52 1256.072
6124.09 1242.306
680.164 1143.494
2344.54 848.893
219.932 894.645
13407.7 1231.536
1505.35 1217.697
8239.94 492.223
2471.78 1051.176
9272.15 1235.264
536.256 1168.600
7199.22 491.177
267.258 1893.811
13252.7 1231.839
6217.7 1228.773
15318 492.191
20100.5 1233.819
3349.5 1268.751
8025.11 1218.312
2113.04 1256.930
12002.7 1228.080
12265 1230.501
148.281 125.794
1971.2 1162.891
9082.06 492.984
7281.87 493.968
915.352 490.957
14104.1 490.959
507.578 1628.343
3264.66 1224.188
1113.18 1175.313
6736.06 488.408
5757.23 1251.365
3473.88 1304.534
670.479 525.502
8235.69 1194.462
8171.6 1228.010
1635.37 1238.124
6423.69 1224.464
691.504 529.363
8597.92 1229.750
10178.4 1208.929
7161.9 1240.925
14575 1225.928
10235.1 1235.659
7910.41 1214.588
3845.91 1219.587
9376.44 1240.519
6071.36 490.505
25624.5 491.246
3649.63 348.959
2134.9 1182.835
4559.6 493.570
5917.3 1222.932
12499.1 492.556
1369.25 1205.623
11621.6 1200.469
1504.2 1195.923
1205.29 1278.026
4703.89 1251.409
76.9922 335.340
1425.78 1226.666
3791.95 1224.512
2706.78 1255.161
1335.96 1162.731
108.359 417.267
9239.06 493.902
15186 1252.325
8780.65 492.924
5381.79 481.789
763.153 484.412
2253.37 1300.748
11015.6 492.413
5606.41 1243.028
18492.6 1065.263
10364.7 490.535
4064.9 1234.942
10848.3 1224.245
12449.5 1224.070
8775.84 1258.618
5533.08 492.516
463.812 488.698
7348.86 490.252
869.648 517.905
306.543 579.192
8377.63 490.701
20496.5 1230.448
7112.98 1214.326
4678.62 1174.550
7794.13 496.606
6346.67 1248.397
13531.7 1146.955
410.625 567.342
309.395 406.633
8690.28 1230.218
4566.72 1265.500
5445.29 1164.462
742.832 1283.444
9193.38 494.194
5333.85 1168.387
661.349 1291.782
18875.7 285.978
764.219 546.309
8270.28 1253.643
9078.79 495.786
4750.55 1251.865
11319.5 771.920
18185.5 1233.330
19911.9 1238.210
1469.98 496.589
7513.09 1248.114
1217.94 721.651
8147.87 493.464
1440.04 42.766
5779.38 1235.694
3027.98 551.260
4301.53 497.059
3507.61 600.273
12417.4 1236.067
8809.42 1113.605
2322.1 686.639
20644.7 1229.028
2632.86 675.236
5023.09 1135.181
112.637 360.075
14766.3 1242.573
1610.36 509.827
2132.9 1262.136
1406.37 765.806
8802.1 1224.980
12410.3 758.907
10228 1221.988
2313.41 1352.820
6215.78 494.104
3784.43 1235.958
5817.38 495.033
7511.07 1230.482
1862.08 1143.428
3178.86 1280.887
628.77 551.399
18068.9 1232.867
310.82 517.030
2222.2 1229.284
2139.18 1283.842
8514.15 1244.985
15218.6 491.243
4254.48 632.802
10789.6 1225.389
1924.53 1202.751
17001.7 1259.139
1586.12 751.419
6598.75 1233.099
9960.3 1217.138
3598.33 1217.333
4661.24 1263.825
6874.81 1243.437
1661.88 1248.174
4816.29 612.641
2100.43 518.312
11801.9 1237.073
4953.52 1227.140
4216.95 1143.741
2534.65 1245.853
9414.09 1016.318
1576.91 649.507
9917.66 492.138
3679.84 1218.006
13480.9 1238.545
5206.37 1277.636
5457.07 1250.083
8435.59 1247.035
3645.38 611.968
2727.52 40.693
16968.5 1229.255
9370.82 1231.389
7475.32 493.707
6963.66 1247.694
8172.71 1249.366
21029 1227.670
7409.49 1242.883
3438.26 1199.726
11270.2 1237.339
433.438 546.712
2068.34 494.387
17762.6 491.991
1159.68 501.446
7019.79 468.190
2208.96 652.222
2408.8 1241.844
215.313 556.208
1341.87 499.001
12356.3 1228.932
7418.86 1237.961
13744.7 643.749
11268.7 1243.092
2581.02 1204.313
697.207 440.149
1456.95 1262.619
866.875 1349.869
10976.4 1200.279
2376.15 1186.646
8537 1222.955
4130.29 494.181
3433.69 1234.268
12530.1 1233.650
3556.82 1252.424
3669.42 1238.396
54.1797 448.664
613.086 506.559
691.477 441.450
17758.4 491.804
12812.4 1216.338
23807 1233.542
11356.3 1232.049
14753.4 1121.329
5402.15 490.689
947.461 286.182
2402.72 505.933
1694.99 1208.575
22522.7 1235.331
693.824 513.084
8945.51 493.596
21147.5 1230.834
3914.39 1264.229
12668.9 490.159
1221.53 483.227
8535.98 493.659
1569.01 1138.643
881.133 1159.311
1514.15 502.592
1208.15 1294.159
3076.19 1278.307
2694.24 484.186
9167.29 1220.878
6834.01 490.828
5125.1 1207.294
875.791 487.575
451.973 469.853
4377.29 1246.515
9907.21 1242.117
10730.3 1225.017
8002.77 1146.674
8927.32 1083.099
5212.38 1102.983
1369.25 1287.065
9046.26 491.358
17720.9 1228.587
10001.6 494.864
661.924 1321.869
11803.8 594.475
215.316 1691.435
11644.9 491.481
1504.22 497.801
1221.53 515.227
1663.11 504.431
8801.8 493.087
10791.8 1239.050
5961.01 1223.657
5788.09 1234.319
5604 489.719
634.473 1353.824
10395.4 1216.375
8366.4 1187.101
1561.22 1192.328
8474.04 1248.610
1221.53 519.944
11497.3 493.705
5528.8 493.234
15519.1 1206.313
24105.2 1230.056
5803.25 1219.673
3707.33 1264.430
556.482 492.197
690.078 506.815
8435.21 492.860
11875.6 1229.517
1613.02 325.471
555.051 1342.303
4398.61 1216.046
1678.79 1218.295
1167.49 1176.503
9033.1 1231.789
13794.1 1151.056
2198.11 490.597
8955.94 1238.935
3632.89 343.894
7538.71 492.536
5520.86 1244.828
1865.12 482.490
891.473 1044.748
8955.48 1236.491
507.044 513.587
5776.53 1247.157
2857.52 973.559
1683.5 1182.540
1462.57 1268.392
4972.77 322.785
7774.71 1254.456
7919.15 494.910
8571.74 493.640
3645.53 497.384
12835.5 493.165
15139.1 1226.118
4924.83 1244.005
1782.68 497.556
11793.1 1228.795
5784.9 1217.332
5064.47 491.921
12402 491.696
1761.39 495.252
7341.99 493.513
14059.8 1232.693
2960.72 1278.258
4182.32 1202.293
3187.09 316.510
23873.9 1226.116
7433.12 491.600
5857.16 1238.324
11268.7 1227.931
7326.84 492.780
2453.23 1253.954
6688.07 1244.969
13790.4 1230.468
3638.25 1216.360
3517.06 492.311
138.301 621.200
9441.11 1226.637
6864.24 1257.909
4985.69 486.475
4751.19 1241.892
7301.34 1227.730
926.758 493.966
15448.3 1233.447
7429.89 492.205
5902.78 493.858
5909.81 1234.741
82.6953 494.812
4837.81 1217.547
1457.9 1245.762
9140.85 1138.989
14763.2 1136.799
9098.74 493.145
5591.86 490.305
582.289 468.948
7509.2 1229.558
1884.95 482.835
8074.47 1236.281
12423.6 455.128
17013.1 1238.136
6923.7 1228.025
17480 1225.532
561.758 485.406
3129.1 1271.818
3453.03 1224.748
208.797 131.734
2570.52 1178.806
8999.59 492.312
1533.22 1181.116
5239.08 1249.154
582.289 463.936
7511.96 1245.681
7100.35 1238.427
7279.82 490.299
1343.53 1226.523
9777.63 1233.723
6784.9 1245.431
8224.6 1233.918
1367.4 502.605
23639.4 1232.020
2411.65 1291.955
4645.85 1258.446
5117.22 1211.369
2729.74 1271.577
11732.6 1234.251
148.477 423.743
5639.18 1218.966
13155 494.391
912.07 1326.565
7461.64 1234.018
2214.09 510.234
954.06 516.196
2162.76 1192.053
928.545 1117.263
6754.97 1231.849
11080.5 629.235
11818.2 1241.998
1079.75 345.785
1540.64 515.171
9078.79 492.997
11213.7 495.667
10701.9 1243.985
555.563 1485.674
10759.3 1237.560
7842.46 1217.871
1423.44 1151.474
1861.67 620.946
1731.14 502.466
14674.1 494.350
2001.84 485.875
7963.43 490.109
1785.45 731.373
23347.2 1227.535
2921.18 1283.861
576.783 1174.186
171.094 703.145
9616.86 1153.902
1362.82 893.738
23266.3 1234.924
1868.28 507.055
4535.54 1350.500
4864.7 1251.898
1372.72 1141.177
2634.89 494.908
9080.3 490.883
4240.35 1257.568
12182.4 1230.291
4782.02 1240.282
9541.29 491.860
8401.44 490.586
17181.1 1224.234
26.8672 88.377
1919.27 496.521
9838.43 492.442
6501.8 1238.779
11103.2 1236.476
9664.63 493.676
1680.77 1295.663
1449.14 803.904
2107.28 492.193
1334.23 520.417
3350.57 1216.078
6518.98 772.897
2552.93 1132.887
7074.95 1246.055
2128.67 505.589
13791.2 1244.153
1735.05 1002.241
4025.62 1302.611
471.934 502.544
23686.2 1221.082
2263.96 1184.040
5480.34 1242.629
7741.04 1237.811
1277.72 1285.999
158.691 33.194
9239.06 492.772
396.367 491.890
5742.82 489.262
2107.89 1141.277
1951.6 1256.781
7374.07 494.333
3508.32 1195.239
6158.93 1257.519
9512.17 1004.294
589.86 1652.845
1156.99 495.783
6833.17 1234.476
7940.79 1226.989
17640.9 1227.243
1269.3 477.053
1149.69 494.593
818.76 954.558
10229.2 1229.657
1947.01 1195.419
8683.2 591.051
2230.57 495.360
2521.07 1231.157
5030.7 1244.426
1622.43 501.872
4427.97 1269.619
225.977 229.433
3957.5 1256.263
971.291 614.291
1678.79 1340.038
10870.1 753.014
2436.89 499.815
5534.68 696.643
1481.75 1262.760
10315.1 1234.053
580.786 1134.062
1913.36 497.387
1060.93 1206.649
23601.3 1227.584
2492.73 1278.457
3063.62 1248.560
726.085 191.639
7953.71 1245.209
2027.15 1289.011
2396.6 1245.201
1188.83 1184.464
3672.55 504.649
1522.48 490.555
4151.96 1214.755
5695.42 1264.795
453.914 528.724
6763.92 692.643
2194.95 1263.220
9546.89 623.239
4688.26 321.991
11476.6 494.281
10610.7 1184.984
10397.3 1198.458
5035.15 1236.791
3502.2 1206.375
1199.23 502.070
6030.73 1231.712
2449.82 508.692
3726.51 1215.455
4204.77 1242.756
166.816 36.399
1811.52 1262.628
2336.56 1260.707
4142.66 1264.606
1354.67 489.203
2114.71 493.643
112.637 1059.418
7278.92 1246.721
4562.64 1243.334
3987.11 1238.167
1150.96 1260.390
7000.99 1231.552
3077.33 1302.701
417.148 501.249
17088.9 399.121
1134.57 514.541
2910.47 491.709
3372.77 1230.858
21834.8 1234.981
1949.69 1294.165
8849.16 1219.066
3293.57 1262.365
6260.39 1247.967
11326.1 1235.350
4952.5 1228.632
8118.48 493.888
1704.66 498.540
4387.51 1216.228
1345.94 191.243
745.211 494.830
7575.47 1234.339
2868.48 1300.394
1845.78 1255.432
1511.01 1349.073
3432.86 491.744
1222.25 514.597
10343.3 492.049
1419.72 1229.690
8327.76 1249.111
767.07 1252.896
24005.9 1230.575
9189.08 492.564
1257.49 1217.211
4775.08 492.048
2053.92 483.972
2745.35 1272.891
16817.5 300.606
848.763 1282.099
230.977 29.299
1630.41 1248.048
9659.23 1211.395
5093.19 1267.269
7283.29 495.225
9325.67 492.689
4671.2 493.773
7594.87 490.572
4016.23 1258.420
3502.2 1401.440
1301.74 502.376
5411.51 1018.769
11278.6 1228.252
1987.52 1280.518
165.391 879.667
2299.15 484.113
13025.5 295.006
23996.7 397.707
1535.57 1112.988
1415.8 1066.166
10710.8 494.771
9946.81 501.790
5143.2 1248.687
14757.1 294.100
17375.1 1204.868
7340.51 1231.728
10515.9 1245.822
1576.85 1268.475
14383.8 1237.946
757.09 1320.722
3816.42 1219.206
3419.96 1263.145
3083.14 1238.457
2705.33 494.514
382.109 491.447
7707.18 1233.596
2671.31 1279.018
20265.8 838.133
10913.6 1182.098
216.276 3622.952
1009.24 443.686
12162.8 1236.536
5177.7 1266.140
971.291 1130.887
7331.04 490.902
3112.82 1210.761
15362.5 899.693
4003.94 1233.572
3749.75 1220.127
2456.13 736.921
9249.85 493.629
2798.12 1227.494
12013.4 1240.119
10798.3 1223.024
6961.44 1198.240
14292 709.566
804.502 533.631
5223.7 1241.958
8837.26 1249.914
1374.81 1271.847
357.758 249.818
4172.55 1234.781
8952.6 1241.855
3611.43 1213.800
777.734 1522.244
8361.31 1222.921
7447.98 1235.538
1211.72 1154.906
21120.3 409.389
315.098 498.638
618.271 382.924
1733.13 1367.583
711.465 515.709
4000.73 1255.669
3377.6 494.251
5402.15 490.758
8876.1 1243.867
14449.6 1172.863
409.512 244.261
1615.91 1214.231
218.359 194.235
8504.65 1222.075
23704.6 493.054
8609.68 1235.190
1578.39 1162.518
516.459 1051.894
10811.9 494.212
1314.93 1312.684
1925.17 350.652
11278.7 547.009
1478.81 1323.560
1366.44 1217.880
5729.57 1229.125
2799.87 345.539
8335.11 1232.013
1384.99 1202.213
5188.36 899.281
